X,Y,AREA,PERIMETER,REGIO_S_,REGIO_S_ID,RES_NO_IND,RES_DE_IND,RES_CO_REG,RES_NM_REG,RES_CO_REF,RES_CO_VER
-63.5816931941324,54.9758597734255,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5846752860844,54.9754248638191,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5940119460998,54.9752587065987,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6004643770283,54.9752230284597,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.609694203509,54.9774096737221,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6132747483437,54.9780492310188,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6149841571647,54.9765384561703,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6123933623743,54.9728740167549,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6069975644176,54.9668216026914,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6040857889219,54.9641314862599,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6014187921172,54.9632385483353,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6000383103856,54.9623950589798,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6048473076621,54.9615874091797,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6071353682407,54.9597094590659,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6064140078209,54.9582128209847,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6049248086453,54.9581541179032,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6023984299591,54.9585885004775,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5980034931959,54.9581890851552,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5935116323544,54.9571317315159,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5929183866633,54.9561652343567,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5911624305184,54.9537110404373,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5890778963331,54.9532384985736,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5858710747956,54.9534385788792,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5798785073465,54.9526836108923,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5787140968299,54.9521488792206,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5793719507368,54.9509958071099,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5811769835703,54.9482835916485,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5836889981474,54.9471774495833,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5883119297393,54.9476407339162,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5912891086319,54.9475047497177,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5931119104197,54.9462348252906,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5965409900347,54.944956385365,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6009065174714,54.944394025095,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6045913311745,54.9446669216849,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6072398436375,54.9439911625152,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.606565376582,54.9434482320145,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6050505050028,54.9427989327569,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6020658919378,54.9422090276475,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5962794552399,54.9406751499738,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5922363811481,54.9399712086746,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5889001042916,54.9390236708692,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5867964176417,54.9368636291472,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.588275798246,54.9359513493303,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5911308249398,54.9349760714509,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5922703535444,54.9338786078519,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5915738922432,54.9329900523238,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5857979618469,54.9315103124346,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5822243504584,54.9311061261061,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5804923606067,54.9305741318568,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5771418406201,54.9296256665232,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.575987322096,54.9284827421017,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5773379717298,54.9267953569774,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5801745521236,54.9253297593416,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5826994155665,54.9242330207582,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5853558105576,54.9244014118751,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5886997707958,54.9255312066882,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.593773360086,54.9269565620618,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6025192679755,54.9271480976542,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6064369747648,54.9273115250886,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6083789727937,54.9263364798316,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6097124687656,54.9238590813082,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6147703282347,54.9232970996662,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6186700456711,54.9233319384353,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6205291399293,54.9239946400419,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6234064537754,54.9248147476217,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6266431125414,54.9253964120048,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6282508681557,54.9248510624593,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6278812093322,54.9235854688973,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6246299987032,54.9219251319612,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6200083139716,54.9194773053527,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6175623011248,54.9176855729249,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6136299870636,54.9168590928464,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.607983420939,54.9155028157642,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6061284088174,54.9144234443027,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6055178053115,54.9127947434818,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6069023006663,54.9120060421579,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6111363700707,54.9118738181407,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.614370017998,54.9115480228154,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6153847309398,54.9108267265214,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6144538017264,54.9099189539338,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6115677186517,54.9090351132289,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6076400924189,54.9084535066256,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6059148224753,54.9077415642078,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6019618217932,54.9057725588514,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5990659793537,54.9039259994712,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5991667884435,54.9029502905123,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.5998485400649,54.9013271587387,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6032673792504,54.8995672353615,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6054411737444,54.899009204511,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6080836505393,54.9000742499269,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.610303937786,54.9009874979867,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.615704767393,54.9014995839461,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6196382621204,54.9024334194877,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.621941168525,54.9035769383106,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6243821709015,54.9048874334532,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.626239945222,54.9062027255192,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6273164382961,54.908547747758,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6303114748017,54.9093092444149,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6330821323873,54.909300604097,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6369546528746,54.9078290229408,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6397011223529,54.9065581133123,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6436129150245,54.9064765600404,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.647508082175,54.9062755650715,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6511598564207,54.9049224356884,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6526653060345,54.9055153011712,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6535070246522,54.9079872037048,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6568470008348,54.9087438496372,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6596483833056,54.9104855233859,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6626609234682,54.9120358982672,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6638165212842,54.9129242526383,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6650935692752,54.9135812588075,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6653075732409,54.9120204330083,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6667606582684,54.909965067652,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6652418998537,54.9086990071823,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6612983279957,54.9064963026353,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6603628167274,54.9048186543481,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6580312362911,54.9036305890538,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6592830167355,54.9023564480694,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
-63.6613382494322,54.9017385509876,0.502880816649,8.82743384756,5,4,50 02 0100 000,Région administrative,09,Côte-Nord,BDGA5M,V2017-06
