x,y,z,anatomy
0.09120484,-0.1662786,-0.1746282,Body
0.06287915,-0.1554313,-0.187398,Body
0.09171671,-0.1822769,-0.1709419,Body
0.06249017,-0.1872799,-0.1835134,Body
0.03164401,-0.1910723,-0.1914364,Body
0.03176314,-0.1764858,-0.1918811,Body
-1.25207E-05,-0.1926651,-0.1942353,Body
-2.390162E-05,-0.1781864,-0.1944301,Body
0.03171015,-0.1596703,-0.1929143,Body
-3.300328E-05,-0.1613637,-0.1951682,Body
0.1383972,0.04887631,-0.1900311,Body
0.124943,0.02892559,-0.1995766,Body
0.1243278,0.05031857,-0.2040768,Body
0.1348734,0.03199692,-0.1880067,Body
0.1249315,0.07975157,-0.2107276,Body
0.1423611,0.07624648,-0.1942578,Body
0.1253997,0.1196724,-0.2192899,Body
0.1452254,0.1160334,-0.2012443,Body
0.1576019,0.06837902,-0.174993,Body
0.1499333,0.04183805,-0.1751126,Body
0.1637899,0.1093067,-0.1785911,Body
0.1439175,0.0273629,-0.1764018,Body
0.2184255,0.2776562,0.05812768,Body
0.2212451,0.2075082,0.04471001,Body
0.2243427,0.2676833,0.02627734,Body
0.2133379,0.2177185,0.08025261,Body
0.2244903,0.1987934,0.00610017,Body
0.2261366,0.2597222,-0.009940035,Body
0.2256191,0.3317496,0.00973548,Body
0.2213661,0.3417249,0.03869326,Body
0.2260605,0.3238471,-0.0240179,Body
0.2235717,0.3918489,-0.03642833,Body
0.2243247,0.4006956,-0.005005535,Body
0.2215067,0.4115846,0.02184616,Body
0.2152579,0.3547012,0.0635521,Body
0.2103377,0.2910276,0.08601792,Body
0.2169133,0.4246237,0.04516058,Body
0.2123183,0.439016,0.06594694,Body
0.2092334,0.3707552,0.08492855,Body
0.202473,0.3094585,0.1091382,Body
0.202434,0.2310025,0.1132582,Body
0.1919962,0.2520446,0.1397901,Body
0.1716532,0.821589,0.212909,Body
0.1548927,0.8597159,0.2610494,Body
0.1612803,0.7960055,0.2389996,Body
0.1649475,0.8861001,0.2358403,Body
0.1573404,0.9479672,0.2651503,Body
0.1478646,0.9209481,0.2889126,Body
0.134832,0.8965818,0.3116267,Body
0.1413551,0.8364118,0.285381,Body
0.147506,0.7738893,0.2644129,Body
0.1667644,0.7297371,0.2266342,Body
0.1773318,0.753526,0.1991608,Body
0.1528835,0.7094762,0.2533963,Body
0.156914,0.6433901,0.2456491,Body
0.1709765,0.6624911,0.2182494,Body
0.1818325,0.6849095,0.1900697,Body
0.1843777,0.7807485,0.1728938,Body
0.1781381,0.8495083,0.1874862,Body
0.189494,0.7111551,0.1634919,Body
0.1938479,0.7366934,0.1389336,Body
0.1876125,0.80796,0.1485139,Body
0.1802311,0.8778365,0.1638051,Body
0.1708188,0.9144092,0.2112029,Body
0.1718173,0.9438645,0.1887359,Body
0.1624855,1.007275,0.2215599,Body
0.1624709,0.9767957,0.2420567,Body
0.1023929,1.227594,0.5711586,Body
0.1131427,1.230107,0.4984682,Body
0.1038319,1.257272,0.5682653,Body
0.1117364,1.198434,0.5050849,Body
0.1212509,1.160605,0.4430244,Body
0.1228767,1.193334,0.4322322,Body
0.1210898,1.225139,0.4230942,Body
0.1116684,1.260507,0.4928096,Body
0.1028531,1.285601,0.5655396,Body
0.09497243,1.273679,0.638433,Body
0.0934283,1.246449,0.6397378,Body
0.09449778,1.299658,0.6367347,Body
0.08652806,1.303227,0.7067556,Body
0.08663312,1.279891,0.7073506,Body
0.08505706,1.255548,0.7072821,Body
0.09009765,1.218947,0.6404023,Body
0.09866838,1.197794,0.5739106,Body
0.08210451,1.230893,0.7062882,Body
0.07807564,1.206255,0.7043573,Body
0.08520631,1.191697,0.6404001,Body
0.09278397,1.168669,0.5763683,Body
0.1075105,1.166896,0.5120255,Body
0.1005218,1.136601,0.5187984,Body
0.1080749,1.097894,0.4656899,Body
0.116291,1.128354,0.4544705,Body
0.1871175,0.555107,0.1735016,Body
0.1971439,0.520973,0.1471951,Body
0.1960518,0.5799049,0.1495509,Body
0.188442,0.4941146,0.1684665,Body
0.1896287,0.4404447,0.1627439,Body
0.1979897,0.471899,0.143463,Body
0.2021547,0.4985955,0.1297943,Body
0.2029222,0.5403982,0.1274173,Body
0.2020214,0.600139,0.1267527,Body
0.1934436,0.6437531,0.1553471,Body
0.1850044,0.6187376,0.1811097,Body
0.1988238,0.6664953,0.1311357,Body
0.1735481,0.595848,0.208141,Body
0.1750584,0.5307857,0.1985203,Body
0.1590237,0.5758485,0.234489,Body
0.1599801,0.5094386,0.2232362,Body
0.1760866,0.4682823,0.1915981,Body
0.1605504,0.4467474,0.2152105,Body
0.1613967,0.3899996,0.2085187,Body
0.1771856,0.4121365,0.1850187,Body
0.1400151,1.064641,0.3374827,Body
0.1404592,0.9797824,0.3187177,Body
0.1489577,1.008098,0.2980345,Body
0.1327166,1.034722,0.3546686,Body
0.1217879,1.007165,0.3711928,Body
0.1283377,0.9539375,0.3384757,Body
0.1531456,1.038013,0.2780604,Body
0.1432036,1.095851,0.3210215,Body
0.1523502,1.069299,0.2605306,Body
0.14181,1.127705,0.3066558,Body
0.1330055,1.148104,0.3727477,Body
0.1307283,1.115741,0.3864849,Body
0.1312634,1.180262,0.3609433,Body
0.1246767,1.084271,0.4009688,Body
0.1150986,1.05495,0.4150428,Body
0.07083765,1.246849,0.8267869,Body
0.06354742,1.214712,0.8693212,Body
0.06879947,1.228783,0.8206763,Body
0.06518926,1.230511,0.8750344,Body
0.06072412,1.21187,0.9134772,Body
0.05933782,1.19783,0.9091451,Body
0.056976,1.182808,0.9058981,Body
0.06109175,1.198489,0.8638725,Body
0.06601712,1.210665,0.8142666,Body
0.07499514,1.234174,0.7663558,Body
0.07749355,1.255438,0.7702506,Body
0.07167883,1.212916,0.7617038,Body
0.07888267,1.276466,0.7733973,Body
0.07190047,1.264667,0.832638,Body
0.0788696,1.296856,0.7759628,Body
0.07175753,1.282065,0.8383078,Body
0.06586595,1.245758,0.8811378,Body
0.06542698,1.260377,0.8877419,Body
0.06022093,1.236616,0.925852,Body
0.06104755,1.224825,0.9190135,Body
0.1927146,0.5242611,-0.1210464,Body
0.1720511,0.5835046,-0.1493696,Body
0.1828169,0.5921259,-0.1213981,Body
0.1799333,0.5213363,-0.1527067,Body
0.1650167,0.5224686,-0.1803605,Body
0.1595473,0.5818594,-0.1727377,Body
0.1555413,0.6222548,-0.1643322,Body
0.1623439,0.6386601,-0.1468219,Body
0.1710686,0.657587,-0.1207018,Body
0.1920955,0.6024531,-0.09079087,Body
0.2028786,0.5300889,-0.08784958,Body
0.1793699,0.675464,-0.09114042,Body
0.1857609,0.6953571,-0.06021823,Body
0.1987545,0.6165181,-0.05990246,Body
0.2096016,0.5398551,-0.05575108,Body
0.2114158,0.45676,-0.08186135,Body
0.2008225,0.4523398,-0.1181872,Body
0.2179797,0.4644085,-0.04746621,Body
0.2174523,0.3849367,-0.07345605,Body
0.2068774,0.3802237,-0.1127327,Body
0.1870045,0.4509231,-0.1534098,Body
0.1927575,0.3779743,-0.1509024,Body
0.1759793,0.3773035,-0.1846284,Body
0.170756,0.4519011,-0.1845425,Body
0.1564853,0.9172816,0.01781024,Body
0.1358462,1.024078,0.07615706,Body
0.1566338,0.9387087,0.05049387,Body
0.136272,0.9970363,0.0363211,Body
0.1140171,1.068629,0.05764466,Body
0.1128771,1.100697,0.1033642,Body
0.1132617,1.134062,0.1579912,Body
0.1385502,1.037083,0.1114694,Body
0.1586202,0.9490486,0.07982397,Body
0.1745409,0.8519576,0.03526056,Body
0.1743174,0.8324565,0.005903617,Body
0.1756821,0.8622195,0.06197498,Body
0.1896207,0.775632,0.05213618,Body
0.1894349,0.7641355,0.02669311,Body
0.1895731,0.7450407,-0.0009168629,Body
0.1735829,0.8060768,-0.02504629,Body
0.1561787,0.8892925,-0.01557933,Body
0.1887552,0.7203319,-0.03001551,Body
0.1709435,0.7773315,-0.05699627,Body
0.1541366,0.8571109,-0.04980964,Body
0.1365769,0.9656833,-0.001014352,Body
0.1351745,0.929365,-0.03823142,Body
0.1139297,0.9923642,-0.02521653,Body
0.114829,1.033411,0.01599488,Body
0.1247109,1.190947,0.2881168,Body
0.1458985,1.10173,0.2471802,Body
0.1347509,1.134471,0.2365508,Body
0.1353621,1.159551,0.2957563,Body
0.1566133,1.039246,0.2055879,Body
0.1459949,1.071445,0.1917719,Body
0.119868,1.166682,0.2271838,Body
0.1107072,1.22145,0.2835311,Body
0.1317706,1.102608,0.177743,Body
0.1016869,1.199808,0.221842,Body
0.09404929,1.250855,0.2816192,Body
0.1030684,1.269809,0.3467598,Body
0.1156411,1.240895,0.3473199,Body
0.08812364,1.296634,0.3480207,Body
0.08325273,1.333856,0.418161,Body
0.09651008,1.309369,0.4153332,Body
0.1074744,1.282462,0.4137134,Body
0.1252574,1.211119,0.3522575,Body
0.1158117,1.254617,0.4166108,Body
0.206525,0.6135958,0.08436437,Body
0.2011028,0.6825652,0.108758,Body
0.2051869,0.6107689,0.1051917,Body
0.2013795,0.6917074,0.08742058,Body
0.1935492,0.7709674,0.09584131,Body
0.1947806,0.7569905,0.1168123,Body
0.2065067,0.5439307,0.1087663,Body
0.2086259,0.5379875,0.0902876,Body
0.2048136,0.4851746,0.1185318,Body
0.2073568,0.4693801,0.1027979,Body
0.2100083,0.5289854,0.07102633,Body
0.2070129,0.6104212,0.0637674,Body
0.2094956,0.4539644,0.08521447,Body
0.2117689,0.5173222,0.05097927,Body
0.2077236,0.6017365,0.04288445,Body
0.2007527,0.6936665,0.06633039,Body
0.200321,0.6883221,0.04452137,Body
0.1914107,0.7775452,0.07473409,Body
0.1263513,0.2682557,0.2436629,Body
0.1016895,0.3131887,0.267969,Body
0.1044505,0.2633203,0.2637971,Body
0.1240667,0.3178615,0.2477333,Body
0.1223447,0.3702359,0.2533473,Body
0.09979206,0.3664528,0.273596,Body
0.07377397,0.366093,0.2926211,Body
0.07920683,0.3089041,0.2841513,Body
0.08242339,0.2605151,0.2797149,Body
0.1064026,0.2187658,0.2630982,Body
0.1283467,0.2220044,0.242401,Body
0.08457554,0.2176514,0.2788939,Body
0.15015,0.2296845,0.2165574,Body
0.1472144,0.2780046,0.2200474,Body
0.1698508,0.2485961,0.1871876,Body
0.1659753,0.2959655,0.1939821,Body
0.1447323,0.3262981,0.2252679,Body
0.1631811,0.3414195,0.2012675,Body
0.1429979,0.3770588,0.2314749,Body
0.06705891,1.314723,0.8492395,Body
0.06829993,1.350694,0.7816125,Body
0.06229468,1.329253,0.8543067,Body
0.07366823,1.334245,0.7799608,Body
0.08031733,1.344702,0.7045634,Body
0.07412505,1.362647,0.7033721,Body
0.0658207,1.378774,0.70245,Body
0.06097168,1.36546,0.7833922,Body
0.05578723,1.342264,0.8592882,Body
0.05624304,1.29925,0.9098649,Body
0.06068303,1.287314,0.9024441,Body
0.05033761,1.309991,0.9170883,Body
0.04488578,1.273341,0.9611764,Caudal fin
0.05045519,1.265332,0.9523338,Caudal fin
0.05489048,1.256668,0.9431207,Body
0.06372184,1.274292,0.8949569,Body
0.07017843,1.298872,0.843874,Body
0.05815715,1.247163,0.9340905,Body
0.07716146,1.316207,0.7781141,Body
0.08443724,1.324864,0.7057588,Body
0.171556,0.9274541,0.1232637,Body
0.1791696,0.8608816,0.08499733,Body
0.1644404,0.943776,0.1031529,Body
0.1833941,0.8500212,0.1060116,Body
0.1476344,1.026329,0.1352338,Body
0.1586764,1.001851,0.15293,Body
0.1672536,0.9736873,0.1700379,Body
0.1774283,0.9046463,0.1429394,Body
0.1867465,0.8317158,0.1267018,Body
0.0933544,1.334682,0.5616433,Body
0.1072524,1.288226,0.4887431,Body
0.1001436,1.313794,0.4868507,Body
0.09932436,1.311354,0.5632907,Body
0.09059063,1.33774,0.4877147,Body
0.08505204,1.355739,0.5607226,Body
0.07877927,1.359234,0.4891545,Body
0.07451311,1.374504,0.5599537,Body
0.07963631,1.364185,0.6311753,Body
0.08681252,1.344917,0.6330025,Body
0.07026404,1.381403,0.6295114,Body
0.09177208,1.323406,0.6348901,Body
0.2116404,0.5715675,-0.001990372,Body
0.2197096,0.4755097,-0.01803565,Body
0.2120598,0.5545948,-0.02738589,Body
0.2181942,0.488895,0.007483199,Body
0.2016613,0.6363534,-0.03108728,Body
0.2020571,0.6575135,-0.004169293,Body
0.2011831,0.6755537,0.02102754,Body
0.2097306,0.5880334,0.02119913,Body
0.2150224,0.5033956,0.0301432,Body
0.112344,0.7423179,0.3086494,Body
0.08730825,0.7864082,0.3433682,Body
0.09321803,0.7305946,0.3264294,Body
0.1067487,0.8011334,0.3268019,Body
0.1010793,0.857256,0.3488665,Body
0.08159436,0.8401361,0.363605,Body
0.05958241,0.8226064,0.3769222,Body
0.06878212,0.7713232,0.356132,Body
0.07489827,0.7202818,0.341188,Body
0.09778954,0.6700028,0.3169256,Body
0.1171003,0.6797155,0.298787,Body
0.07925605,0.6631351,0.3321939,Body
0.08190742,0.602511,0.3242691,Body
0.1007969,0.6064737,0.309124,Body
0.1204779,0.6144963,0.2910245,Body
0.1358969,0.6928378,0.2775289,Body
0.1308169,0.7563715,0.2878033,Body
0.1396324,0.6270968,0.2698868,Body
0.1250357,0.8173428,0.3073857,Body
0.119031,0.8757111,0.3315759,Body
0.1222119,0.4833767,0.2672393,Body
0.1413801,0.5595034,0.2582015,Body
0.121937,0.5478306,0.2791713,Body
0.1419884,0.4935629,0.2462787,Body
0.1020141,0.5418484,0.2972914,Body
0.1017792,0.4790982,0.2857096,Body
0.08290432,0.5410379,0.3125334,Body
0.08217954,0.4810707,0.3013436,Body
0.1004302,0.4211945,0.2786603,Body
0.1220371,0.4247931,0.2592403,Body
0.07966586,0.4249645,0.2950568,Body
0.1423055,0.4327809,0.2379241,Body
0.05852699,0.948687,-0.1105487,Body
0.03611571,1.04631,-0.05354062,Body
0.06220307,1.023186,-0.05757069,Body
0.03370198,0.9684341,-0.1092485,Body
0.008182225,0.9761065,-0.1087429,Body
0.00923983,1.055152,-0.05192201,Body
0.01014981,1.119148,0.004834713,Body
0.03786196,1.109583,0.00227543,Body
0.06474123,1.083941,-0.004352272,Body
0.0869935,0.9883757,-0.06291896,Body
0.08219241,0.9194275,-0.1121823,Body
0.09027452,1.044379,-0.01371987,Body
0.1099356,0.9428121,-0.06962097,Body
0.1041962,0.8815682,-0.114327,Body
0.07691996,0.8343354,-0.1588894,Body
0.05439864,0.857024,-0.1610995,Body
0.09806041,0.805446,-0.1564432,Body
0.09310153,0.7227296,-0.1929928,Body
0.07249887,0.7431841,-0.1992162,Body
0.05082545,0.7596446,-0.2045759,Body
0.03091913,0.8725702,-0.162554,Body
0.02841268,0.7711549,-0.2082521,Body
0.005570285,0.7757921,-0.2097124,Body
0.006874928,0.8787045,-0.1631444,Body
0.0290009,0.917704,0.429118,Body
0.04161644,0.9630141,0.4600161,Body
0.02852522,0.955402,0.4639859,Body
0.04274608,0.923357,0.4241176,Body
0.05778682,0.9321546,0.4171704,Body
0.05579967,0.973993,0.4544669,Body
0.05414396,1.01031,0.4975254,Body
0.04075179,0.9980507,0.502043,Body
0.02821191,0.9895545,0.5053669,Body
0.01618627,0.9509745,0.4664349,Body
0.01617225,0.9139903,0.4318871,Body
0.01626907,0.9846206,0.5075542,Body
0.004666587,0.9831811,0.5083438,Body
0.004260208,0.9496865,0.4672558,Body
0.00383697,0.9127412,0.4326879,Body
0.01599659,0.8759291,0.4133637,Body
0.02910852,0.8777145,0.4100863,Body
0.00354334,0.8748531,0.4140629,Body
0.003307869,0.8393159,0.4042362,Body
0.01521693,0.8402182,0.4036683,Body
0.0278036,0.8400568,0.4001718,Body
0.04347382,0.8783198,0.4031616,Body
0.04168785,0.8355767,0.3920629,Body
0.05950399,0.882365,0.3937477,Body
0.09158009,0.9623975,0.3981177,Body
0.1022418,1.029035,0.42755,Body
0.08728689,1.0068,0.4383442,Body
0.1077089,0.9830375,0.3856687,Body
0.09668061,1.070539,0.4758026,Body
0.08317966,1.046635,0.4845707,Body
0.07141467,0.9885208,0.4472798,Body
0.07450213,0.9453023,0.408561,Body
0.06864368,1.026531,0.4917565,Body
0.07761051,0.8944708,0.3830027,Body
0.09610032,0.91178,0.3704651,Body
0.1132804,0.9314362,0.3556738,Body
0.02933863,1.044569,0.5862463,Body
0.04189873,1.080651,0.6376348,Body
0.03012856,1.06765,0.6388381,Body
0.04135555,1.056705,0.5844465,Body
0.05315725,1.072844,0.5827011,Body
0.05287861,1.097417,0.6370347,Body
0.05195536,1.118174,0.6925066,Body
0.04180183,1.101967,0.6916188,Body
0.03042862,1.089165,0.6917391,Body
0.0178786,1.058901,0.6401166,Body
0.01722379,1.036849,0.5877721,Body
0.01829,1.080271,0.6923392,Body
0.005861649,1.076982,0.6927586,Body
0.005474126,1.055765,0.6407667,Body
0.005131453,1.034258,0.5884548,Body
0.0166511,1.012667,0.5457923,Body
0.0285914,1.018907,0.543938,Body
0.004909638,1.010717,0.5465286,Body
0.04081903,1.029226,0.5413846,Body
0.05342109,1.043534,0.5382341,Body
0.02814105,1.122008,0.7792908,Body
0.04041811,1.121555,0.7370684,Body
0.03799757,1.131795,0.783178,Body
0.02970626,1.110134,0.7349752,Body
0.04975764,1.136031,0.7403884,Body
0.04655004,1.14438,0.7881913,Body
0.03479018,1.125068,0.839142,Body
0.02591256,1.116245,0.8354303,Body
0.04259711,1.136614,0.8434261,Body
0.03832494,1.122185,0.8981313,Body
0.03121075,1.111198,0.8960751,Body
0.02336805,1.102971,0.8937634,Body
0.01636827,1.110627,0.8323319,Body
0.01747038,1.115723,0.7767028,Body
0.01507682,1.097704,0.8911104,Body
0.00663986,1.095946,0.8897334,Body
0.006573294,1.108776,0.8309714,Body
0.006477224,1.113628,0.7757634,Body
0.01813244,1.102408,0.7339532,Body
0.006218012,1.09965,0.7337251,Body
0.07533756,1.115444,0.5800124,Body
0.09082691,1.108659,0.524912,Body
0.08486522,1.141015,0.578379,Body
0.0792174,1.083546,0.5302232,Body
0.07898007,1.165224,0.6397048,Body
0.07147763,1.14024,0.6386493,Body
0.07327061,1.181961,0.7014776,Body
0.06746514,1.158731,0.6981639,Body
0.0627577,1.117459,0.6375661,Body
0.06462641,1.092572,0.5813381,Body
0.06043492,1.137281,0.6949309,Body
0.06648467,1.061739,0.5345888,Body
0.05859269,1.175333,0.8007185,Body
0.05797361,1.18197,0.8585631,Body
0.05398786,1.165742,0.8533628,Body
0.06272186,1.192691,0.8075179,Body
0.05372608,1.166907,0.9036171,Body
0.04955522,1.150943,0.9018182,Body
0.04892935,1.150398,0.8482417,Body
0.05330858,1.159061,0.7941573,Body
0.04443064,1.135734,0.9000176,Body
0.0572145,1.152919,0.7450908,Body
0.06312764,1.171712,0.7505863,Body
0.06783605,1.191903,0.7562857,Body
0.04750469,1.404173,0.5575093,Body
0.03109297,1.417781,0.6263591,Body
0.04549282,1.409234,0.6270428,Body
0.03201858,1.413224,0.5565602,Body
0.01586103,1.416937,0.5561509,Body
0.01601532,1.421292,0.6261082,Body
0.01603459,1.416099,0.7023637,Body
0.02997714,1.412822,0.7022214,Body
0.04325175,1.404837,0.7020415,Body
0.05871637,1.396764,0.6281137,Body
0.06183343,1.390957,0.5587615,Body
0.0553646,1.393163,0.7020621,Body
0.06489529,1.377447,0.4889896,Body
0.04941774,1.391754,0.4881067,Body
0.06803639,1.35444,0.4188879,Body
0.05131238,1.370531,0.4186125,Body
0.0328257,1.401532,0.4873922,Body
0.03353198,1.38154,0.4184335,Body
0.01511574,1.386017,0.4183447,Body
0.0155778,1.405526,0.487061,Body
0.05548969,1.302621,0.2835688,Body
0.07139119,1.320144,0.3485462,Body
0.0754354,1.27896,0.2820009,Body
0.053269,1.339054,0.3488041,Body
0.08064474,1.235291,0.2232883,Body
0.05817655,1.266527,0.2277938,Body
0.08548591,1.194312,0.1708754,Body
0.06088679,1.233215,0.1795688,Body
0.03571746,1.286912,0.23163,Body
0.03483635,1.318692,0.2852156,Body
0.03673339,1.2577,0.1860096,Body
0.01262154,1.266584,0.1886079,Body
0.01310132,1.294632,0.2333286,Body
0.01369151,1.325069,0.2860151,Body
0.03415503,1.352081,0.3492624,Body
0.01442498,1.357364,0.3495083,Body
0.06478771,1.174698,0.09458521,Body
0.03781918,1.232016,0.1458586,Body
0.06317759,1.205125,0.1369838,Body
0.03858534,1.202462,0.1046621,Body
0.01173631,1.21211,0.1080033,Body
0.01221931,1.241457,0.149012,Body
0.08842556,1.161199,0.1232294,Body
0.0900603,1.128968,0.07798938,Body
0.09098671,1.090636,0.03279461,Body
0.06545585,1.134374,0.04691978,Body
0.03864239,1.161643,0.05590534,Body
0.01101422,1.171404,0.05904364,Body
0.0376691,1.362542,0.8689357,Body
0.0429025,1.319425,0.9239835,Body
0.04743803,1.35356,0.8643962,Body
0.03428421,1.327003,0.9298275,Body
0.03068843,1.287266,0.9755021,Caudal fin
0.03821673,1.280882,0.9690951,Caudal fin
0.05159861,1.378451,0.7856227,Body
0.04065106,1.38888,0.7878398,Body
0.02859937,1.395963,0.7895791,Body
0.02690246,1.368611,0.8722114,Body
0.01591273,1.398864,0.7903481,Body
0.01555915,1.371101,0.8735679,Body
0.02482923,1.332176,0.9338976,Body
0.01488327,1.334324,0.9355296,Body
0.01401513,1.293751,0.9814783,Caudal fin
0.02254127,1.291803,0.9798096,Caudal fin
0.2124814,0.2458059,-0.09356952,Body
0.2214077,0.1899956,-0.03610718,Body
0.2129152,0.1811334,-0.07944804,Body
0.2218542,0.2523863,-0.05093143,Body
0.1999305,0.1722249,-0.1214584,Body
0.199004,0.2401115,-0.134727,Body
0.1836735,0.1664385,-0.1588802,Body
0.1824788,0.2360145,-0.1711713,Body
0.1966852,0.3081992,-0.1446082,Body
0.2106162,0.3117742,-0.1045956,Body
0.1799005,0.305822,-0.1799626,Body
0.2207338,0.3170894,-0.06326357,Body
0.0479815,0.5771003,-0.2578927,Body
0.07019637,0.4760168,-0.2625591,Body
0.04794015,0.4819714,-0.2707911,Body
0.06965799,0.5684915,-0.2501536,Body
0.09075421,0.5586064,-0.2407179,Body
0.09200634,0.4696828,-0.2524054,Body
0.09418145,0.3828788,-0.257422,Body
0.07158761,0.3871297,-0.2680818,Body
0.04857402,0.3916366,-0.2766386,Body
0.02537456,0.4866441,-0.2763724,Body
0.02590296,0.5835871,-0.2631863,Body
0.02527127,0.3953283,-0.2823792,Body
0.001805456,0.3970351,-0.2845631,Body
0.002627421,0.4887373,-0.2785252,Body
0.003586259,0.586392,-0.2652543,Body
0.02682814,0.6766256,-0.2411379,Body
0.04881483,0.6679974,-0.2363306,Body
0.004520638,0.6802158,-0.2430329,Body
0.07025185,0.6560583,-0.2293384,Body
0.09089271,0.6417025,-0.220999,Body
0.4040733,1.041422,1.19347,Caudal fin
0.4242826,1.022558,1.228415,Caudal fin
0.3980363,1.033987,1.203774,Caudal fin
0.4294573,1.028693,1.21982,Caudal fin
0.4491808,1.017024,1.243509,Caudal fin
0.4448287,1.012053,1.250623,Caudal fin
0.4401547,1.007365,1.258645,Caudal fin
0.4187221,1.016706,1.238068,Caudal fin
0.3915365,1.026804,1.215288,Caudal fin
0.3664337,1.045343,1.178856,Caudal fin
0.3733699,1.054187,1.166504,Caudal fin
0.3589385,1.036703,1.192585,Caudal fin
0.3212688,1.045449,1.172237,Caudal fin
0.3298189,1.055629,1.155813,Caudal fin
0.337688,1.065966,1.140967,Caudal fin
0.3792977,1.062679,1.156382,Caudal fin
0.4092435,1.048638,1.185088,Caudal fin
0.3443897,1.075814,1.128726,Caudal fin
0.3494375,1.084528,1.120115,Caudal fin
0.3837681,1.070261,1.149343,Caudal fin
0.4131427,1.055164,1.179339,Caudal fin
0.4338923,1.034726,1.212883,Caudal fin
0.4372337,1.040273,1.208199,Caudal fin
0.4557134,1.026624,1.234023,Caudal fin
0.4529095,1.02198,1.237807,Caudal fin
0.4754192,0.9841885,1.313404,Caudal fin
0.4767318,0.9847041,1.309327,Caudal fin
0.4774786,0.9856864,1.311431,Caudal fin
0.4746391,0.98325,1.311511,Caudal fin
0.4719853,0.98368,1.308279,Caudal fin
0.474218,0.9852178,1.305504,Caudal fin
0.4762135,0.9872202,1.302365,Caudal fin
0.478443,0.9865444,1.306756,Caudal fin
0.4790964,0.9874876,1.309059,Caudal fin
0.4764687,0.9880133,1.31171,Caudal fin
0.4743738,0.9863837,1.313771,Caudal fin
0.4781856,0.9899131,1.30918,Caudal fin
0.4757221,0.9936846,1.307026,Caudal fin
0.4737123,0.9915336,1.310061,Caudal fin
0.4714732,0.9896135,1.312568,Caudal fin
0.4715474,0.9854237,1.314985,Caudal fin
0.4724991,0.9834158,1.314664,Caudal fin
0.4688032,0.9882796,1.314104,Caudal fin
0.4663302,0.9877207,1.31452,Caudal fin
0.4675592,0.9855915,1.315236,Caudal fin
0.4682694,0.9837223,1.314955,Caudal fin
0.4718047,0.9826487,1.312976,Caudal fin
0.4678258,0.9830356,1.313375,Caudal fin
0.4667826,0.9833354,1.311327,Caudal fin
0.4692979,0.9830737,1.310328,Caudal fin
0.2533028,1.104065,1.114124,Caudal fin
0.2001347,1.097984,1.122561,Caudal fin
0.2435706,1.091096,1.1354,Caudal fin
0.2104101,1.112345,1.098701,Caudal fin
0.1696261,1.119779,1.085507,Caudal fin
0.1592629,1.104437,1.111066,Caudal fin
0.1481486,1.088124,1.138452,Caudal fin
0.1889604,1.082669,1.148041,Caudal fin
0.2329555,1.077214,1.158062,Caudal fin
0.2871623,1.083265,1.150511,Caudal fin
0.2960579,1.094608,1.132235,Caudal fin
0.2774975,1.071068,1.169931,Caudal fin
0.3199497,1.063537,1.185061,Caudal fin
0.3285013,1.073984,1.168821,Caudal fin
0.3364287,1.083643,1.153498,Caudal fin
0.3036962,1.103936,1.116037,Caudal fin
0.2616314,1.114786,1.095312,Caudal fin
0.3432732,1.091528,1.139869,Caudal fin
0.3485762,1.096648,1.128713,Caudal fin
0.3095894,1.110087,1.102851,Caudal fin
0.2680355,1.121925,1.080043,Caudal fin
0.219214,1.12426,1.077635,Caudal fin
0.2259739,1.13224,1.060532,Caudal fin
0.185464,1.141115,1.044564,Caudal fin
0.1785794,1.132541,1.062947,Caudal fin
0.2545778,1.083925,1.099776,Caudal fin
0.2012999,1.07636,1.106918,Caudal fin
0.2114804,1.090969,1.083028,Caudal fin
0.2449182,1.07057,1.120829,Caudal fin
0.2343079,1.057332,1.14399,Caudal fin
0.1901601,1.061889,1.133193,Caudal fin
0.1489963,1.066471,1.12268,Caudal fin
0.1600147,1.081787,1.094079,Caudal fin
0.1702422,1.097297,1.068118,Caudal fin
0.2201223,1.104796,1.063183,Caudal fin
0.2627464,1.096566,1.082285,Caudal fin
0.1790373,1.112006,1.046615,Caudal fin
0.1857588,1.12492,1.03139,Caudal fin
0.2266464,1.116925,1.049042,Caudal fin
0.2688839,1.107662,1.069814,Caudal fin
0.3048541,1.087008,1.10408,Caudal fin
0.2973688,1.075735,1.118907,Caudal fin
0.3104785,1.096929,1.093555,Caudal fin
0.2885358,1.063849,1.136799,Caudal fin
0.278868,1.052089,1.156522,Caudal fin
0.05765773,1.034821,1.227269,Caudal fin
0.07816325,1.026686,1.23175,Caudal fin
0.07692082,1.027864,1.237678,Caudal fin
0.05844948,1.033565,1.221303,Caudal fin
0.06073376,1.035849,1.207666,Caudal fin
0.0816669,1.029161,1.218232,Caudal fin
0.1107947,1.023953,1.225585,Caudal fin
0.1063973,1.02144,1.238586,Caudal fin
0.1048202,1.022586,1.244328,Caudal fin
0.07796049,1.032434,1.235828,Caudal fin
0.05837844,1.039391,1.22539,Caudal fin
0.1060853,1.027114,1.242611,Caudal fin
0.1102147,1.034749,1.233238,Caudal fin
0.08130312,1.040134,1.22601,Caudal fin
0.06063157,1.047049,1.215491,Caudal fin
0.04498702,1.046722,1.213354,Caudal fin
