"Data Source","World Development Indicators",

"Last Updated Date","2018-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Arable land (% of land area)","AG.LND.ARBL.ZS","","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","","",
"Afghanistan","AFG","Arable land (% of land area)","AG.LND.ARBL.ZS","","11.7176730079956","11.7942591060871","11.8708452041785","11.94743130227","11.94743130227","12.001041570934","12.0148270685905","12.0148270685905","12.0393346199798","12.0546518395981","12.100603498453","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","12.1159207180713","11.9841926293539","11.7988542719726","11.7222681738811","11.7130778421101","11.7712832766596","11.8815672579113","11.7222681738811","11.768219832736","11.768219832736","11.7605612229268","11.9045430873388","11.9719388536593","11.9550899120792","11.938240970499","11.938240970499","11.938240970499","11.9367092485372","11.9367092485372","11.9336458046135","11.9321140826517","11.9244554728426","11.903011365377","11.893821033606","","",
"Angola","AGO","Arable land (% of land area)","AG.LND.ARBL.ZS","","2.14165396647148","2.16571749418465","2.18175984599342","2.20582337370659","2.22186572551536","2.24592925322852","2.26999278094169","2.29405630865485","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.3261410122724","2.36624689179434","2.40635277131627","2.40635277131627","2.40635277131627","2.40635277131627","2.40635277131627","2.40635277131627","2.40635277131627","2.40635277131627","2.40635277131627","2.40635277131627","2.48656453036015","2.6469880484479","2.6469880484479","2.6469880484479","2.6469880484479","2.72719980749178","2.72719980749178","3.20847036175503","3.28868212079891","3.76995267506216","3.76995267506216","3.93037619314992","3.93037619314992","3.93037619314992","","",
"Albania","ALB","Arable land (% of land area)","AG.LND.ARBL.ZS","","15.7664233576642","15.9124087591241","16.0583941605839","16.1678832116788","16.7883211678832","17.3357664233577","17.8102189781022","18.2481751824818","18.6131386861314","19.014598540146","19.3430656934307","19.7080291970803","20","20.3284671532847","20.5474452554745","20.985401459854","21.1678832116788","21.2773722627737","21.2773722627737","21.3503649635036","21.4598540145985","21.4963503649635","21.4963503649635","21.4963503649635","21.4963503649635","21.4963503649635","21.5328467153285","21.5328467153285","21.2408759124088","21.1313868613139","21.0948905109489","21.0948905109489","21.0583941605839","21.0583941605839","21.0583941605839","21.0583941605839","21.0948905109489","21.0583941605839","21.0583941605839","21.0948905109489","21.0948905109489","21.0948905109489","21.0948905109489","21.0948905109489","19.6350364963504","21.3138686131387","21.0948905109489","22.2627737226277","22.2262773722628","22.8467153284672","22.7007299270073","22.5948905109489","22.521897810219","22.4671532846715","22.4489051094891","","",
"Andorra","AND","Arable land (% of land area)","AG.LND.ARBL.ZS","","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","2.12765957446809","1.59574468085106","1.80851063829787","1.82978723404255","1.72340425531915","1.70212765957447","1.65957446808511","1.63829787234043","1.61702127659574","1.63829787234043","1.63829787234043","1.63829787234043","1.61702127659574","1.72340425531915","1.72340425531915","1.72340425531915","","",
"Arab World","ARB","Arable land (% of land area)","AG.LND.ARBL.ZS","","3.3821120929628","3.38372688670482","3.40046202184948","3.4282805140417","3.46233798205538","3.45411721391415","3.47525633199161","3.46740256242811","3.48479829501269","3.50527681565023","3.59152148141765","3.56766657386496","3.57604464066366","3.60547801301395","3.61024900853208","3.65003177116015","3.64173757895172","3.65920676254117","3.65105937019483","3.6443065765384","3.66835239394976","3.68271969645312","3.6707848676647","3.70584214273189","3.72804121787808","3.75160259574452","3.78817044139269","3.79675823332532","3.80628554437536","3.84829966490729","3.9006484957308","3.96153379500354","4.15347580092236","4.14048403219874","4.20184628447525","4.24709433954509","4.21813517326138","4.21224116745061","4.19054271168748","4.11442709492821","4.11063232406374","4.14507152115482","4.28286287462022","4.23445081963423","4.29026167456129","4.24433445628712","4.27566651015263","4.21342578248949","4.2222652264145","4.23892678309276","4.23836287702417","4.26811803857912","4.32268800934059","4.35408311561239","4.36931354840453","","",
"United Arab Emirates","ARE","Arable land (% of land area)","AG.LND.ARBL.ZS","","0.0598086124401914","0.0598086124401914","0.0598086124401914","0.0598086124401914","0.0598086124401914","0.0717703349282297","0.0717703349282297","0.0717703349282297","0.0717703349282297","0.0837320574162679","0.0837320574162679","0.0837320574162679","0.0956937799043062","0.107655502392344","0.131578947368421","0.131578947368421","0.143540669856459","0.143540669856459","0.143540669856459","0.191387559808612","0.227272727272727","0.215311004784689","0.27511961722488","0.287081339712919","0.311004784688995","0.34688995215311","0.34688995215311","0.34688995215311","0.34688995215311","0.41866028708134","0.41866028708134","0.454545454545455","0.478468899521531","0.502392344497608","0.514354066985646","0.550239234449761","0.538277511961722","0.430622009569378","0.514354066985646","0.717703349282297","0.849282296650718","0.897129186602871","0.76555023923445","0.753588516746411","0.813397129186603","0.605263157894737","0.533492822966507","0.617224880382775","0.59688995215311","0.605263157894737","0.539473684210526","0.44377990430622","0.448564593301435","0.448564593301435","0.448564593301435","","",
"Argentina","ARG","Arable land (% of land area)","AG.LND.ARBL.ZS","","6.79543536169606","7.00846643207671","7.1619364999324","7.30809846931878","7.47655013903657","7.89566958625201","8.16351139515254","8.71527282958611","9.46289130299742","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.50052801011441","9.86593293358035","9.86593293358035","9.86593293358035","9.86593293358035","9.86593293358035","9.79285194888716","9.63463161702641","9.6722683241434","9.71063584110732","9.74900335807125","9.78737087503517","9.82573839199909","9.86520212373342","9.90430045054427","9.94339877735513","9.98286250908945","10.0212300260534","10.0603283528642","10.0997920845985","10.1385250064859","10.180911977608","10.4810921222353","11.2453365196643","12.0209084697207","12.7358232024818","13.3127975766345","12.8845430063325","12.530465635494","13.8784443981598","14.1707683369326","14.5263073274649","14.5062100566743","14.3238729998648","14.3238729998648","","",
"Armenia","ARM","Arable land (% of land area)","AG.LND.ARBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8577449947313","15.2089919213207","15.2792413066386","15.2792413066386","15.8061116965227","15.9817351598174","15.9817351598174","15.8061116965227","15.8061116965227","15.9817351598174","15.9817351598174","15.9817351598174","15.9817351598174","15.9817351598174","15.9079733052336","15.8798735511064","15.8201615735862","15.7850368809273","15.7534246575342","15.7780119423955","15.7499121882684","15.7428872497366","15.7182999648753","15.6902002107482","","",
"American Samoa","ASM","Arable land (% of land area)","AG.LND.ARBL.ZS","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7.5","10","10","12","12.5","12.5","12.5","12.5","16.7","16.5","16.5","16.5","15","14.8","15","15","15","15","15","15","15","","",
"Antigua and Barbuda","ATG","Arable land (% of land area)","AG.LND.ARBL.ZS","","18.1818181818182","15.9090909090909","18.1818181818182","15.9090909090909","18.1818181818182","18.1818181818182","15.9090909090909","15.9090909090909","18.1818181818182","18.1818181818182","15.9090909090909","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","6.81818181818182","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","","",
"Australia","AUS","Arable land (% of land area)","AG.LND.ARBL.ZS","","3.92916183955326","4.17882665347617","4.30001431862854","4.60539161449045","4.81184020410554","5.15652864376554","5.37313044270596","5.38770940994234","5.40202803847806","5.41686734441508","5.3512619918514","5.28695833279096","5.23489059266105","5.48286320502974","5.49653098681384","5.47700558426513","5.34826809679393","5.53454043710868","5.71859989846791","5.73148666415006","5.59910443486977","6.036473451961","5.83379977350533","6.12837301329029","6.13748486781302","6.09361779675358","6.11027947359515","6.11795946526431","6.20907801049165","6.2351118805566","5.9487393098421","6.14399333532926","6.02684092003697","6.15701027036174","5.2194004399724","4.72306470718405","5.18998216679901","5.73461072855785","5.92661052028689","6.15753094776304","6.48334483162594","6.2219647761738","6.1231662392773","6.21467529255561","6.43062624474441","6.21103055074652","5.74567512333546","5.72471785793317","5.93780508441482","5.54104890462492","6.2062142847845","6.13266860185101","6.01629720266066","6.11236218320034","6.00419145308046","","",
"Austria","AUT","Arable land (% of land area)","AG.LND.ARBL.ZS","","20.4528941632356","20.3560184063938","20.053281666263","20.0653911358683","20.1017195446839","19.5689028820538","19.3751513683701","19.3872608379753","19.1935093242916","19.2056187938968","19.2177282635021","19.2298377331073","18.3337369823202","18.3337369823202","18.2974085735045","18.4063937999516","18.5153790263986","18.7333494792928","18.4427222087673","18.6001453136353","18.7575684185033","18.58803584403","17.4255267619278","17.4981835795592","17.5345119883749","17.4255267619278","17.4255267619278","17.6556066844272","17.6677161540325","17.2681036570598","17.4981835795592","17.3891983531121","17.1833373698232","17.2317752482441","17.122790021797","17.0743521433761","17.0259142649552","17.0016953257447","16.9774763865343","16.9411479777186","16.7958343424558","16.7716154032453","16.7114313393073","16.7025914264955","16.7195446839428","16.6771615403245","16.6630337377994","16.5782653975635","16.5492019666255","16.516694723329","16.467823790894","16.4147103713933","16.4047448837407","16.3796759691238","16.311816099754","","",
"Azerbaijan","AZE","Arable land (% of land area)","AG.LND.ARBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4825937008063","20.6183832630352","20.7121141112994","20.7445594049293","21.4475407669106","21.6446158837737","21.7794733548356","22.0651713922979","22.1003571212396","22.2228947750714","22.2384952431674","22.2438658471664","22.2650958002709","22.2985724655214","22.281786608904","22.4376429582834","22.5132220702676","22.6816102248796","22.7944734804491","22.8132788114883","22.9475670836459","23.2920795073737","23.3054691941981","23.4409590747977","","",
"Burundi","BDI","Arable land (% of land area)","AG.LND.ARBL.ZS","","26.285046728972","27.2585669781931","28.1931464174455","28.9719626168224","29.4392523364486","29.3224299065421","30.6853582554517","31.1526479750779","38.6292834890966","36.6043613707165","36.1760124610592","34.8909657320872","36.214953271028","36.214953271028","36.214953271028","36.4096573208723","36.6822429906542","36.4096573208723","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.214953271028","36.6043613707165","36.6043613707165","36.993769470405","36.993769470405","37.3831775700935","37.3831775700935","37.9672897196262","38.3956386292835","38.5514018691589","38.3566978193146","37.2274143302181","35.0467289719626","33.0996884735203","35.0467289719626","36.993769470405","36.993769470405","38.9408099688474","42.8348909657321","46.7289719626168","46.7289719626168","46.7289719626168","","",
"Belgium","BEL","Arable land (% of land area)","AG.LND.ARBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4676354029062","27.9062087186262","27.4768824306473","27.5759577278732","27.7410832232497","27.8401585204756","27.8071334214003","27.7080581241744","27.8731836195509","27.7410832232497","27.5429326287979","27.2457067371202","26.5191545574637","26.9484808454425","26.9815059445178","27.3943196829591","","",
