,x,y,z,anatomy
1086,0.15882939999999998,-0.4018961,-0.01380388,Head
1087,0.1564971,-0.4119126,-0.008721828000000001,Head
1088,0.1564723,-0.409788,-0.01554668,Head
1089,0.158682,-0.4001052,-0.01938951,Head
1090,0.16034210000000002,-0.3945858,-0.01618145,Head
1091,0.156408,-0.4075948,-0.02169023,Head
1092,0.1615753,-0.3902754000000001,-0.01295534,Head
1093,0.1307012,-0.4884366,-0.02981221,Head
1094,0.1356049,-0.4771314,-0.02098015,Head
1095,0.1306389,-0.4913532,-0.02569927,Head
1096,0.1359755,-0.4734766,-0.02498168,Head
1097,0.14082329999999998,-0.4588431,-0.02098575,Head
1098,0.14029270000000002,-0.4627697,-0.01680728,Head
1099,0.138667,-0.4698986,-0.01280977,Head
1100,0.1340125,-0.4838581,-0.01744115,Head
1101,0.12918659999999998,-0.4971924,-0.02232795,Head
1102,0.125348,-0.5047197,-0.03020692,Head
1103,0.1248689,-0.5033487,-0.03469127,Head
1104,0.1242404,-0.5089887,-0.02687144,Head
1105,0.1202172,-0.5174291,-0.03000906,Head
1106,0.1196855,-0.5175121,-0.03337389,Head
1107,0.1184243,-0.5179728,-0.03819514,Head
1108,0.1236182,-0.5031511,-0.04010069,Head
1109,0.1300436,-0.4872852,-0.03441343,Head
1110,0.116511,-0.518872,-0.04418574,Head
1111,0.1140455,-0.5210176999999999,-0.05246028,Head
1112,0.122649,-0.5028802,-0.0456834,Head
1113,0.1293954,-0.4868627,-0.03934684,Head
1114,0.1356786,-0.4719271,-0.02924001,Head
1115,0.135269,-0.4715312,-0.03394132,Head
1116,0.1404672,-0.4568473,-0.02997831,Head
1117,0.14072579999999998,-0.4571714,-0.02523722,Head
1118,0.1489564,-0.4310359,-0.04073882,Head
1119,0.1451812,-0.4430748,-0.03400972,Head
1120,0.14509,-0.4437065,-0.040425,Head
1121,0.149253,-0.4300148,-0.03394179,Head
1122,0.1494057,-0.4294573,-0.02747678,Head
1123,0.1451875,-0.4427725,-0.02796929,Head
1124,0.14051429999999998,-0.456964,-0.03562564,Head
1125,0.1405438,-0.4573175,-0.04157279,Head
1126,0.1446353,-0.4443547000000001,-0.04645702,Head
1127,0.14832160000000005,-0.4319515,-0.04699755,Head
1128,0.1402322,-0.4577039000000001,-0.04721337,Head
1129,0.13925610000000002,-0.4580879,-0.05173068,Head
1130,0.1435381,-0.4449384,-0.05113732,Head
1131,0.1470874,-0.4326952,-0.05166806,Head
1132,0.15119549999999998,-0.4212711,-0.04810673,Head
1133,0.15205610000000006,-0.419913,-0.04192134,Head
1134,0.1498029,-0.4222412,-0.05250344,Head
1135,0.1515836,-0.4143738,-0.05328324,Head
1136,0.153161,-0.4130393,-0.04943439,Head
1137,0.1542339,-0.4111128,-0.04375763,Head
1138,0.1526811,-0.4181292,-0.03493956,Head
1139,0.1551422,-0.4085027,-0.03711952,Head
1140,0.1530976,-0.4170525,-0.02806326,Head
1141,0.0749408,-0.6122469,-0.1130935,Head
1142,0.0829347,-0.589709,-0.09906051,Head
1143,0.0745387,-0.6125408,-0.1096363,Head
1144,0.08337434,-0.5894003000000001,-0.1025132,Head
1145,0.09143678,-0.5689632,-0.09215378,Head
1146,0.09086010000000001,-0.5695264,-0.08870303,Head
1147,0.08944869999999999,-0.5707376999999999,-0.08455396,Head
1148,0.0818385,-0.5902098000000001,-0.09473865,Head
1149,0.07362007,-0.612629,-0.1051422,Head
1150,0.06622892,-0.6366514,-0.11901,Head
1151,0.06663185,-0.6362821,-0.1225105,Head
1152,0.06540126,-0.6365063,-0.1143608,Head
1153,0.05778987,-0.6602435000000001,-0.1213329,Head
1154,0.05856221,-0.6605486999999999,-0.1261198,Head
1155,0.05894311,-0.6601576,-0.12973410000000002,Head
1156,0.06648549,-0.6355424,-0.1251272,Head
1157,0.0747368,-0.6117414000000001,-0.11575230000000003,Head
1158,0.05876005,-0.6593395000000001,-0.1324062,Head
1159,0.057840499999999996,-0.6583638,-0.1343664,Head
1160,0.06566533,-0.6345763000000001,-0.1271249,Head
1161,0.07383712,-0.6110188,-0.1178512,Head
1162,0.08309814,-0.5891221999999999,-0.1052715,Head
1163,0.08204686,-0.5887131999999999,-0.1075101,Head
1164,0.08998549,-0.5685429,-0.09741519,Head
1165,0.09115363,-0.5687366999999999,-0.09502634,Head
1166,0.06320999,-0.6022629,-0.04171619,Head
1167,0.05444273,-0.613351,-0.04068276,Head
1168,0.05186778,-0.6155651999999999,-0.04502537,Head
1169,0.06612032,-0.5998124,-0.03767814,Head
1170,0.06979871,-0.5968088,-0.03327651,Head
1171,0.05761169,-0.611096,-0.03610907,Head
1172,0.04543841,-0.6236396,-0.03868891,Head
1173,0.04286055,-0.6252941,-0.04336438,Head
1174,0.04067639,-0.6273521,-0.04788541,Head
1175,0.04995995,-0.6181914000000001,-0.04981756,Head
1176,0.06118744,-0.6043689999999999,-0.04593369,Head
1177,0.03889129,-0.6304854,-0.05301028,Head
1178,0.03742421,-0.6367406,-0.06051388,Head
1179,0.04949677,-0.6208344,-0.05537875,Head
1180,0.0603485,-0.6061267,-0.05079134,Head
1181,0.07201576,-0.5902633,-0.04259551,Head
1182,0.07430886,-0.5882151999999999,-0.03870537,Head
1183,0.07073589,-0.5916576,-0.04703265,Head
1184,0.08051251,-0.5775321999999999,-0.04508096,Head
1185,0.08226471,-0.5761155,-0.04073774,Head
1186,0.08486468,-0.5739132,-0.03685436,Head
1187,0.0775263,-0.5853691999999999,-0.0348787,Head
1188,0.08829366,-0.570684,-0.03302497,Head
1189,0.09253295,-0.566195,-0.02882821,Head
1190,0.08157921,-0.58158,-0.03064489,Head
1191,0.04379131,-0.697436,-0.1139065,Head
1192,0.03918461,-0.7173586,-0.1203475,Head
1193,0.04482683,-0.7003103,-0.1203696,Head
1194,0.03825509,-0.7143688,-0.1144942,Head
1195,0.03220454,-0.7282757,-0.1143586,Head
1196,0.03300805,-0.7313138000000001,-0.1196326,Head
1197,0.03362041,-0.7331653,-0.1247599,Head
1198,0.03989669,-0.7191681999999999,-0.1258482,Head
1199,0.04562525,-0.7020390999999999,-0.1262145,Head
1200,0.05050731,-0.6806783000000001,-0.1189007,Head
1201,0.04936584,-0.6780628000000001,-0.1119339,Head
1202,0.05139376,-0.6822427,-0.1249968,Head
1203,0.05679864,-0.6589725000000001,-0.1151429,Head
1204,0.05553134,-0.6568341999999999,-0.1079151,Head
1205,0.04789914,-0.6744109,-0.1044147,Head
1206,0.04246154,-0.6932986,-0.10706680000000003,Head
1207,0.05393086,-0.6539268,-0.1000147,Head
1208,0.05194002,-0.6503488000000001,-0.09180708,Head
1209,0.046037,-0.6697379,-0.09666131,Head
1210,0.04078038,-0.6877803000000001,-0.1000921,Head
1211,0.03707708,-0.7099361,-0.1084391,Head
1212,0.03561953,-0.7037984,-0.102333,Head
1213,0.03000383,-0.7171149,-0.1036178,Head
1214,0.03120482,-0.7236699000000001,-0.1089998,Head
1215,0.07716862,-0.5102081,-0.255965,Head
1216,0.06864589,-0.5308509,-0.27528270000000005,Head
1217,0.06795793,-0.5272104999999999,-0.2778233,Head
1218,0.07791717,-0.5144442,-0.25326350000000003,Head
1219,0.07836413,-0.5183126,-0.2508609,Head
1220,0.06905027,-0.534118,-0.2729463,Head
1221,0.06092826,-0.5512307,-0.2938925,Head
1222,0.06052323,-0.5483526999999999,-0.2963138,Head
1223,0.05982123,-0.5450281,-0.2988163,Head
1224,0.06690604,-0.5233499,-0.2806256,Head
1225,0.07599742,-0.5058015,-0.25904160000000004,Head
1226,0.05877083,-0.5413763,-0.3014321,Head
1227,0.05732058,-0.5375189,-0.3041933,Head
1228,0.06540989,-0.5194310999999999,-0.2837473,Head
1229,0.0742825,-0.501444,-0.2625595,Head
1230,0.08546775,-0.4890191,-0.2375063,Head
1231,0.08685741,-0.494187,-0.2340774,Head
1232,0.0834093,-0.4839309,-0.2414524,Head
1233,0.09226117,-0.4678805,-0.2205056,Head
1234,0.09473979,-0.4738335,-0.2159991,Head
1235,0.09642841,-0.4797917,-0.2121373,Head
1236,0.08774662,-0.4991594,-0.2311024,Head
1237,0.09754384,-0.4854654000000001,-0.2087925,Head
1238,0.09830292,-0.490633,-0.2057743,Head
1239,0.08830373,-0.50371,-0.2284774,Head
1240,0.01998651,-0.6454310000000001,-0.3602581,Head
1241,0.01037822,-0.6488857,-0.3675723,Head
1242,0.02034555,-0.6438702,-0.3647026,Head
1243,0.01018787,-0.6505858,-0.3629731,Head
1244,4.572642e-16,-0.6523061,-0.3637582,Head
1245,7.835449999999998e-30,-0.6505411,-0.3684114,Head
1246,6.311659e-12,-0.6475871,-0.3730105,Head
1247,0.01040627,-0.6459891999999999,-0.3721219,Head
1248,0.02039509,-0.641112,-0.3691101,Head
1249,0.02949106,-0.6354455,-0.35944940000000003,Head
1250,0.02900669,-0.6368479,-0.3552535,Head
1251,0.029549000000000002,-0.6328719,-0.3636289,Head
1252,0.03745057,-0.6211850999999999,-0.3553321,Head
1253,0.03740386,-0.623562,-0.35146009999999994,Head
1254,0.03685918,-0.6248425,-0.3475994,Head
1255,0.02809345,-0.6372247,-0.3512708,Head
1256,0.01932136,-0.6458954,-0.35599200000000003,Head
1257,0.03579921,-0.6252006,-0.3439853,Head
1258,0.03420658,-0.6248108,-0.3408528,Head
1259,0.02674888,-0.6367216,-0.3477311,Head
1260,0.01835351,-0.6453644000000001,-0.35211950000000003,Head
1261,0.009838402,-0.6511489,-0.3585243,Head
1262,0.009333034,-0.6506341999999999,-0.354426,Head
1263,-6.451858000000001e-11,-0.6524258000000001,-0.35505879999999995,Head
1264,7.852572999999999e-30,-0.6529213,-0.35924320000000004,Head
1265,0.1052184,-0.5379483,-0.07567611,Head
1266,0.09775806,-0.5533637,-0.07998419,Head
1267,0.09863252,-0.5521566,-0.08339929,Head
1268,0.1040552,-0.539926,-0.07222923,Head
1269,0.1015825,-0.5436348000000001,-0.06835228,Head
1270,0.09584285,-0.5557013000000001,-0.07599192,Head
1271,0.09848744,-0.5516371999999999,-0.08635839999999999,Head
1272,0.1052615,-0.5369874,-0.07873154,Head
1273,0.09734401,-0.5513912,-0.08888002,Head
1274,0.1042283,-0.5365545999999999,-0.08137104,Head
1275,0.1116377,-0.5239514000000001,-0.07160965,Head
1276,0.1114515,-0.5253059,-0.06841063,Head
1277,0.1107441,-0.5233294,-0.07435467,Head
1278,0.1169975,-0.5107068,-0.06805108,Head
1279,0.117778,-0.5114175999999999,-0.06508867,Head
1280,0.1175515,-0.5129023,-0.06158699,Head
1281,0.1101782,-0.5279185000000001,-0.0647634,Head
1282,0.1164052,-0.5156149999999999,-0.05758382,Head
1283,0.1072294,-0.5330724,-0.060934800000000004,Head
1284,0.1385789,-0.4078127,-0.105019,Head
1285,0.1297819,-0.4127136,-0.1279642,Head
1286,0.1348198,-0.3993049,-0.1163975,Head
1287,0.1332854,-0.4209126,-0.1187106,Head
1288,0.1274292,-0.433084,-0.13447520000000002,Head
1289,0.1242301,-0.4252325,-0.1417016,Head
1290,0.120037,-0.4165877000000001,-0.14985739999999995,Head
1291,0.1252773,-0.4031566,-0.1380034,Head
1292,0.130084,-0.3887691,-0.12828430000000002,Head
1293,0.1395428,-0.3844121,-0.1076417,Head
1294,0.1435193,-0.3931557,-0.09464760000000001,Head
1295,0.134664,-0.3730853,-0.1205771,Head
1296,0.1468418,-0.3995087,-0.08211067,Head
1297,0.14157460000000002,-0.4145352,-0.09451037,Head
1298,0.1491749,-0.4051344,-0.07220621,Head
1299,0.14387429999999998,-0.4201741,-0.08583601,Head
1300,0.13603320000000002,-0.4278032,-0.1103024,Head
1301,0.13827060000000002,-0.4336377,-0.1028458,Head
1302,0.1320193,-0.4459926,-0.1216168,Head
1303,0.1299277,-0.439974,-0.1279177,Head
1304,0.03677893,-0.7040232,-0.14141220000000002,Head
1305,0.04821428,-0.6811143,-0.1398818,Head
1306,0.04097561,-0.702603,-0.1413521,Head
1307,0.04513321,-0.6812604,-0.140295,Head
1308,0.05367804,-0.6569351999999999,-0.1366167,Head
1309,0.05601193,-0.6574998000000001,-0.1358451,Head
1310,0.05067167,-0.6813596,-0.13861089999999998,Head
1311,0.0441839,-0.701819,-0.1403083,Head
1312,0.03461772,-0.7201981,-0.14073,Head
1313,0.02904441,-0.7235965999999999,-0.14057070000000002,Head
1314,0.03840229,-0.7179972,-0.1399085,Head
1315,0.03422011,-0.727849,-0.1386083,Head
1316,0.02993885,-0.7331377,-0.13874979999999998,Head
1317,0.02306353,-0.7384658000000001,-0.1383657,Head
1318,0.0219402,-0.7266315,-0.13951989999999995,Head
1319,0.03213675,-0.7056451,-0.14049070000000002,Head
1320,0.01387011,-0.7426302,-0.13732479999999994,Head
1321,2.5870070000000002e-11,-0.7449690999999999,-0.13626629999999998,Head
1322,0.01584164,-0.7283189,-0.1375752,Head
1323,0.02816165,-0.7071786,-0.13856729999999998,Head
1324,0.04195754,-0.6818473,-0.1397342,Head
1325,0.03921632,-0.6829244000000001,-0.1380826,Head
1326,0.0491091,-0.6574543,-0.1351363,Head
1327,0.05124253,-0.6568574,-0.1364556,Head
1328,0.04871057,-0.5918441,-0.3235205,Head
1329,0.0420832,-0.6098868000000001,-0.3337598,Head
1330,0.04315476,-0.6094206999999999,-0.3369362,Head
1331,0.04771984,-0.5925253,-0.3208086,Head
1332,0.04609672,-0.5927066,-0.31858109999999995,Head
1333,0.04041407,-0.609737,-0.3310764,Head
1334,0.04367305,-0.6081706,-0.340382,Head
1335,0.04914551,-0.5905233,-0.3265175,Head
1336,0.04368234,-0.6059679,-0.3438737,Head
1337,0.04910124,-0.5884235999999999,-0.3296003,Head
1338,0.05466814,-0.5718725,-0.31016900000000003,Head
1339,0.05434374,-0.5733738,-0.3076089,Head
1340,0.05456424,-0.5697553000000001,-0.3128586,Head
1341,0.06108779,-0.5535426,-0.2915205,Head
1342,0.060871400000000006,-0.5553491999999999,-0.2893268,Head
1343,0.05348352,-0.5743583000000001,-0.3053455,Head
1344,0.06014866,-0.5567118000000001,-0.2874406,Head
1345,0.05878916,-0.5576861,-0.2859995,Head
1346,0.05197995,-0.5749254,-0.3035461,Head
1347,0.14956660000000002,-0.4318878,-0.01729903,Head
1348,0.1530123,-0.4231184,-0.01012653,Head
1349,0.14898470000000005,-0.4357685000000001,-0.01187694,Head
1350,0.1533249,-0.4199827999999999,-0.01649475,Head
1351,0.1516763,-0.4290710999999999,-0.002645001,Head
1352,0.1474036,-0.4426735,-0.00576061,Head
1353,0.1447487,-0.4489838,-0.01393837,Head
1354,0.14537650000000002,-0.4449107,-0.01861045,Head
1355,0.143099,-0.4562265,-0.009032562,Head
1356,0.1453877,-0.4431124,-0.02306181,Head
1357,0.1496086,-0.4299329000000001,-0.02221408,Head
1358,0.1533328,-0.4178155,-0.02219433,Head
1359,0.01979255,-0.6439185000000001,-0.05037715,Head
1360,0.03174079,-0.6349509,-0.0451948,Head
1361,0.02096785,-0.6421145,-0.04631762,Head
1362,0.03002999,-0.6368541,-0.04954882,Head
1363,0.03369908,-0.6336374,-0.04056235,Head
1364,0.02228524,-0.6409535,-0.04180399,Head
1365,0.01042612,-0.6465781999999999,-0.04687643,Head
1366,0.009828039,-0.6483928000000001,-0.05073196,Head
1367,0.01108837,-0.645452,-0.04248837,Head
1368,7.694911e-25,-0.6469969,-0.04269126,Head
1369,7.818139999999998e-30,-0.6481349000000001,-0.04701483,Head
1370,7.394255e-25,-0.6499824000000001,-0.05079098,Head
1371,0.009273042,-0.6513894,-0.0544976,Head
1372,0.01872617,-0.6469191,-0.05448106,Head
1373,7.85324e-30,-0.6530139,-0.05445850000000001,Head
1374,4.233028000000001e-25,-0.6577041,-0.05845616,Head
1375,0.00874005,-0.6560615,-0.05861599,Head
1376,0.01763376,-0.6517838,-0.05903885,Head
1377,0.02853948,-0.6400062,-0.05427504,Head
1378,0.02683479,-0.6455201999999999,-0.0596681,Head
1379,0.1189895,-0.4781838,-0.1508866,Head
1380,0.12652919999999998,-0.4629364,-0.13468970000000002,Head
1381,0.1277507,-0.4673535,-0.1288632,Head
1382,0.1180518,-0.4738974,-0.1557223,Head
1383,0.1166602,-0.4688268,-0.1605724,Head
1384,0.1247753,-0.4577060000000001,-0.14053020000000002,Head
1385,0.1339974,-0.4512299,-0.1151603,Head
1386,0.1353471,-0.4556578,-0.1090069,Head
1387,0.1279604,-0.4709100000000001,-0.123648,Head
1388,0.11907539999999997,-0.4816596,-0.1465813,Head
1389,0.13555350000000002,-0.4592481,-0.1036153,Head
1390,0.1341018,-0.4620697,-0.09961821,Head
1391,0.126679,-0.4736726,-0.1197645,Head
1392,0.1179116,-0.4843495,-0.1433978,Head
1393,0.1092645,-0.4915952,-0.1721171,Head
1394,0.1093679,-0.4882858,-0.1752989,Head
1395,0.1081692,-0.4941457,-0.1698056,Head
1396,0.09782142,-0.5041991,-0.1965391,Head
1397,0.09889399,-0.5018556,-0.1980883,Head
1398,0.09919024,-0.4988065,-0.2002846,Head
1399,0.1087785,-0.4842220999999999,-0.1789451,Head
1400,0.09892246,-0.4950728,-0.2028924,Head
1401,0.10779560000000002,-0.4794039000000001,-0.1827298,Head
1402,0.0924013,-0.5580344,-0.059967999999999994,Head
1403,0.08407266,-0.5729755999999999,-0.06364018,Head
1404,0.08891338,-0.5653020000000001,-0.06686614,Head
1405,0.08621269,-0.5680172,-0.05701186,Head
1406,0.07907487,-0.5798309,-0.05624671,Head
1407,0.07832406,-0.5829116999999999,-0.06283376,Head
1408,0.07740618,-0.5866566,-0.06849302,Head
1409,0.08067564,-0.5815066999999999,-0.07077003,Head
1410,0.0842768,-0.576383,-0.07469395,Head
1411,0.0928657,-0.5596123000000001,-0.07130131,Head
1412,0.09761124,-0.5497890000000001,-0.06400668,Head
1413,0.08722772,-0.5729082,-0.07958643,Head
1414,0.1020167,-0.5420507,-0.05719173,Head
1415,0.09530485,-0.5533311,-0.05382574,Head
1416,0.10583789999999997,-0.5366389,-0.05074437,Head
1417,0.09792882,-0.5503252,-0.04823513,Head
1418,0.08785862,-0.5653914000000001,-0.05112839,Head
1419,0.08953194,-0.5638555000000001,-0.04591455,Head
1420,0.07962679,-0.5784041999999999,-0.05028986,Head
1421,0.06251483,-0.6088547,-0.0635352,Head
1422,0.05125578,-0.6230986999999999,-0.06202835,Head
1423,0.054042599999999996,-0.6253119,-0.06942958,Head
1424,0.06098899,-0.6075318000000001,-0.05674983,Head
1425,0.04274615,-0.6386569000000001,-0.06807608,Head
1426,0.04648177,-0.6420949,-0.07570163,Head
1427,0.05666286,-0.6278017,-0.07724568,Head
1428,0.06433193,-0.6103659,-0.07087351,Head
1429,0.04950169,-0.6461985,-0.08365734,Head
1430,0.05904005,-0.6302901999999999,-0.08529577,Head
1431,0.06635657,-0.6116116,-0.07839423,Head
1432,0.07164807,-0.5953889,-0.0656572,Head
1433,0.07101726,-0.5935689000000001,-0.05878104,Head
1434,0.07290907,-0.5963626999999999,-0.07236937,Head
1435,0.07055812,-0.5925423000000001,-0.05250034,Head
1436,0.03601599,-0.6735691,-0.08668128,Head
1437,0.02896171,-0.6798848000000001,-0.0852102,Head
1438,0.03166722,-0.6871965,-0.09056934,Head
1439,0.03257985,-0.6675196999999999,-0.08068337,Head
1440,0.02805552,-0.6642077,-0.07576103,Head
1441,0.02533221,-0.6755349,-0.08083811,Head
1442,0.02340492,-0.6839151,-0.0840326,Head
1443,0.02509508,-0.6899392,-0.08792488,Head
1444,0.02696591,-0.6986315,-0.09302508,Head
1445,0.03385137,-0.6956931,-0.09632668,Head
1446,0.03869069,-0.6807632,-0.09322388,Head
1447,0.02859651,-0.7082294,-0.09827445,Head
1448,0.04370921,-0.6640585999999999,-0.08899209,Head
1449,0.04071354,-0.6583579,-0.08158879,Head
1450,0.03684775,-0.6536204999999999,-0.07463321,Head
1451,0.03160575,-0.6517147,-0.06911471,Head
1452,0.07055263,-0.6123165,-0.09275763,Head
1453,0.06427338,-0.6357027,-0.1082981,Head
1454,0.07227451,-0.6125172,-0.09937269,Head
1455,0.06284045,-0.6343354999999999,-0.1011886,Head
1456,0.08014497,-0.5910645,-0.08937284,Head
1457,0.07792732,-0.5925267,-0.08362526,Head
1458,0.07525875,-0.5948507,-0.07815808,Head
1459,0.06850506,-0.6121383,-0.08572688,Head
1460,0.06109763,-0.6324998000000001,-0.09339896,Head
1461,0.01716925,-0.7455494,-0.1139536,Head
1462,0.008943833,-0.75269,-0.11823980000000002,Head
1463,0.01761094,-0.7486970000000001,-0.1185486,Head
1464,0.008717997,-0.7495018,-0.1137876,Head
1465,-1.1309069999999998e-24,-0.7507216,-0.113715,Head
1466,8.579208999999998e-30,-0.7539268,-0.1181268,Head
1467,-1.1085969999999998e-24,-0.755922,-0.1223798,Head
1468,0.009114712,-0.7546706,-0.1225643,Head
1469,0.01794558,-0.7506430000000001,-0.1230607,Head
1470,0.02572459,-0.7416658,-0.1190229,Head
1471,0.02508701,-0.7385716,-0.1141612,Head
1472,0.02620876,-0.7435656999999999,-0.1238116,Head
1473,0.02430379,-0.7338462,-0.1092167,Head
1474,0.01663118,-0.7407496,-0.1092133,Head
1475,0.02338266,-0.7270525,-0.10418,Head
1476,0.01600738,-0.7338471,-0.1042655,Head
1477,0.008444184,-0.7446642,-0.1091127,Head
1478,0.008129375999999999,-0.7377352,-0.1041202,Head
1479,5.820766e-11,-0.7389525,-0.1039898,Head
1480,8.521278999999998e-30,-0.7458743,-0.1090381,Head
1481,0.01519753,-0.6684033,-0.07033623,Head
1482,0.008207985,-0.662903,-0.06352976,Head
1483,0.007734771999999998,-0.6715691,-0.06903491,Head
1484,0.01638034,-0.6591796999999999,-0.06446002,Head
1485,7.936069999999998e-30,-0.6645276999999999,-0.06322272,Head
1486,2.910383e-11,-0.6731491,-0.06858614,Head
1487,0.007378338000000002,-0.6817156999999999,-0.07492745,Head
1488,0.01431695,-0.6787506999999999,-0.07625913,Head
1489,8.070635e-30,-0.6832328000000001,-0.07437438,Head
1490,-9.628336e-26,-0.6944433000000001,-0.08041534,Head
1491,0.007196608,-0.6929986,-0.08100335,Head
1492,0.01389293,-0.6899326,-0.08215502,Head
1493,0.02037609,-0.6759236,-0.07804188,Head
1494,0.02211626,-0.6652259,-0.07244512,Head
1495,0.01958867,-0.6865134,-0.08325801,Head
1496,0.02448144,-0.6545091,-0.06602266,Head
1497,0.01463317,-0.7133427,-0.09359699,Head
1498,0.0072475080000000015,-0.7050732,-0.08705857,Head
1499,0.007464376,-0.7171084,-0.09299513,Head
1500,0.01407982,-0.7016597,-0.08795019,Head
1501,8.237623999999999e-30,-0.706445,-0.08653696,Head
1502,2.910383e-11,-0.7184134,-0.09259965,Head
1503,0.007780553000000002,-0.7282728,-0.09871501,Head
1504,0.01530854,-0.7243917,-0.09904776,Head
1505,8.403654999999998e-30,-0.729524,-0.0984638,Head
1506,0.02233138,-0.7177531,-0.09904119,Head
1507,0.02121079,-0.7072653,-0.09382064,Head
1508,0.02008173,-0.6969063,-0.08853859,Head
1509,0.1034075,-0.5459297,-0.03808393,Head
1510,0.1136045,-0.5300117,-0.03407097,Head
1511,0.1065721,-0.5427900999999999,-0.03349866,Head
1512,0.1113134,-0.5320689000000001,-0.03890006,Head
1513,0.1164837,-0.5258673,-0.02957167,Head
1514,0.1103423,-0.5378246,-0.02888663,Head
1515,0.09805539,-0.5564191999999999,-0.03285748,Head
1516,0.09457773,-0.5598479000000001,-0.03702462,Head
1517,0.1022397,-0.5514385,-0.02844047,Head
1518,0.09175411,-0.5621672,-0.04129514,Head
1519,0.100578,-0.5481497,-0.04299197,Head
1520,0.1088306,-0.5337948,-0.04455251,Head
1521,0.1297697,-0.4853548,-0.04949342,Head
1522,0.1238444,-0.4982744000000001,-0.05926454,Head
1523,0.1297,-0.4847877,-0.05420926,Head
1524,0.1237381,-0.49941,-0.05518933,Head
1525,0.1230941,-0.4976782,-0.06268044,Head
1526,0.1289153,-0.4844581,-0.05812514,Head
1527,0.1352082,-0.4712229,-0.04999483,Head
1528,0.13540429999999998,-0.4712621,-0.04477509,Head
1529,0.1343422,-0.4712612,-0.05426759,Head
1530,0.135301,-0.4713372,-0.0392718,Head
1531,0.12948610000000002,-0.4861328,-0.0444564,Head
1532,0.1230143,-0.5012892,-0.05068761,Head
1533,0.07882689,-0.5879886,-0.02127551,Head
1534,0.06939281,-0.5987644,-0.01468566,Head
1535,0.06529951,-0.6044533000000001,-0.02366846,Head
1536,0.08362954,-0.5811188,-0.01272031,Head
1537,0.08825979,-0.5719029999999999,-0.001820249,Head
1538,0.07336867,-0.5906278,-0.003114708,Head
1539,0.05812125,-0.6070729,-0.004802113,Head
1540,0.05489716,-0.6141595999999999,-0.01676329,Head
1541,0.05160788,-0.6187986,-0.02599404,Head
1542,0.06130154,-0.6083469,-0.03062361,Head
1543,0.07412542,-0.5930430999999999,-0.02796827,Head
1544,0.04840457,-0.6217164000000001,-0.03310069,Head
1545,0.08637869,-0.5767026,-0.02553332,Head
1546,0.09160466,-0.5703828000000001,-0.01917006,Head
1547,0.0975638,-0.5602134,-0.0238427,Head
1548,0.1030474,-0.5526085999999999,-0.01780683,Head
1549,0.09693707,-0.5622669,-0.01118118,Head
1550,0.1086451,-0.5432501000000001,-0.01045899,Head
1551,0.114018,-0.5319997,-0.0015427,Head
1552,0.1020558,-0.551995,-0.001187608,Head
1553,0.02538279,-0.6381462,-0.029323000000000002,Head
1554,0.01183587,-0.6445207,-0.03712514,Head
1555,0.02377784,-0.6398814,-0.03633775,Head
1556,0.01263875,-0.6430471999999999,-0.03021526,Head
1557,-5.820766e-11,-0.644698,-0.03052806,Head
1558,7.803453e-30,-0.6460934,-0.03738146,Head
1559,0.03593204,-0.6322539,-0.03500083,Head
1560,0.0383374,-0.6300464,-0.02789741,Head
1561,0.0408129,-0.6262604,-0.01863927,Head
1562,0.02703719,-0.6349956999999999,-0.02016384,Head
1563,0.04325628,-0.6201416999999999,-0.006613597,Head
1564,0.02867816,-0.6296779,-0.008264396,Head
1565,0.01346717,-0.6402943,-0.02118728,Head
1566,0.01429127,-0.635525,-0.009469748,Head
1567,-5.820766e-11,-0.6375263000000001,-0.009961061,Head
1568,7.774614e-30,-0.6420845000000001,-0.02157371,Head
1569,0.15544539999999998,-0.402894,-0.04881424,Head
1570,0.1533108,-0.4080316,-0.05410314,Head
1571,0.1546544,-0.403653,-0.05216955,Head
1572,0.1541491,-0.406259,-0.05206366,Head
1573,0.15215109999999998,-0.4087931,-0.05416637,Head
1574,0.15116459999999998,-0.4110809,-0.05541138,Head
1575,0.1494824,-0.4167382000000001,-0.05821795,Head
1576,0.1516771,-0.4134026,-0.05774774,Head
1577,0.15290479999999998,-0.4084143,-0.05719446,Head
1578,0.1556638,-0.3976601,-0.05040139,Head
1579,0.1564134,-0.3987742,-0.04511295,Head
1580,0.1537063,-0.4011948,-0.05741604,Head
1581,0.15631289999999998,-0.4022197,-0.04059815,Head
1582,0.1553344,-0.4054102000000001,-0.04603277,Head
1583,0.1541223,-0.4079818,-0.05063039,Head
1584,0.1523285,-0.4098909000000001,-0.05364727,Head
1585,0.06825997,-0.4937286,-0.2709855,Head
1586,0.06338915,-0.5156158,-0.287246,Head
1587,0.06028342,-0.5121738,-0.2911207,Head
1588,0.07190279,-0.4973555,-0.2665845,Head
1589,0.05541903,-0.5335774999999999,-0.3071319000000001,Head
1590,0.05258805,-0.5299378,-0.3103637,Head
1591,0.05553224,-0.5093747000000001,-0.2953705,Head
1592,0.06275572,-0.4907561,-0.2756311,Head
1593,0.04834953,-0.5269853,-0.3140043,Head
1594,0.04222533,-0.5251099,-0.3181651,Head
1595,0.04857519999999999,-0.5075048,-0.2999762,Head
1596,0.05479169999999999,-0.4885468,-0.280472,Head
1597,0.06978006,-0.4716694,-0.2555996,Head
